Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
Abbey,51.5356876,0.07553043645175103,Studio 3 Arts,51.53180096951127,0.07568120956420898,Performing Arts Venue
Abbey,51.41305415,-0.18334646658823173,Rock Star Sushi,51.413101,-0.183323,Sushi Restaurant
Abbey,51.41305415,-0.18334646658823173,Belgian Brasserie,51.413151773028936,-0.18294624301211376,Dessert Shop
Abbey,51.41305415,-0.18334646658823173,Nuffield Health Fitness & Wellbeing Gym,51.41391586015933,-0.18007278442382812,Gym / Fitness Center
Abbey,51.41305415,-0.18334646658823173,Merton Abbey Mills,51.413321591287946,-0.18337353251336955,Flea Market
Abbey,51.41305415,-0.18334646658823173,Gourmet Kebab House,51.41628171576929,-0.182171084523026,Fast Food Restaurant
Abbey,51.41305415,-0.18334646658823173,Liqui Liqui,51.416527,-0.18103805,Coffee Shop
Abbey,51.41305415,-0.18334646658823173,Nando's,51.41379065225573,-0.17791737435550922,Portuguese Restaurant
Abbey,51.41305415,-0.18334646658823173,Cedar Restaurant,51.41584826,-0.188032,Lebanese Restaurant
Abbey,51.41305415,-0.18334646658823173,Istanbul Meze Mangal,51.41679359474994,-0.18042007880326782,Turkish Restaurant
Abbey,51.41305415,-0.18334646658823173,Ban Yai,51.41324795,-0.18306861,Thai Restaurant
Abbey,51.41305415,-0.18334646658823173,Nelson Wines,51.41582015996071,-0.18895909378900588,Liquor Store
Abbey,51.41305415,-0.18334646658823173,Premier Inn London Wimbledon South,51.4141209,-0.1805125,Hotel
Abbey,51.41305415,-0.18334646658823173,Caffè Nero,51.414399,-0.177373,Coffee Shop
Abbey,51.41305415,-0.18334646658823173,The Trafalgar,51.41247992760844,-0.1874087662018967,Pub
Abbey,51.41305415,-0.18334646658823173,Marks & Spencer,51.41514424,-0.18157166,Department Store
Abbey,51.41305415,-0.18334646658823173,Katavento,51.41308536689211,-0.18323869022326028,Brazilian Restaurant
Abbey,51.41305415,-0.18334646658823173,Sainsbury's,51.41589405503856,-0.1820662841016767,Supermarket
Abbey,51.41305415,-0.18334646658823173,Next,51.41444393,-0.17736584,Clothing Store
Abbey,51.41305415,-0.18334646658823173,Dunelm,51.4155798,-0.1792187,Furniture / Home Store
Abbey,51.41305415,-0.18334646658823173,Bella Italia,51.4136274,-0.1781616,Italian Restaurant
Abbey,51.41305415,-0.18334646658823173,Pizza Hut,51.413844,-0.182298,Pizza Place
Abbey,51.41305415,-0.18334646658823173,Starbucks,51.413706,-0.177874,Coffee Shop
Abbey,51.41305415,-0.18334646658823173,The Nelson Arms,51.41599471226258,-0.18646038501873977,Bar
Abbey,51.41305415,-0.18334646658823173,WHSmith,51.4144959,-0.1767296,Bookstore
Abbey,51.41305415,-0.18334646658823173,Tandem Centre,51.41406673857144,-0.1773020355193028,Shopping Plaza
Abbey,51.41305415,-0.18334646658823173,Currys PC World,51.41620192834745,-0.17937838170210535,Electronics Store
Abbey,51.41305415,-0.18334646658823173,Kiss Me Hardy,51.41663303824115,-0.1799045207480377,American Restaurant
Abbey,51.41305415,-0.18334646658823173,Boots,51.41364993319119,-0.17707049222303692,Pharmacy
Abbey,51.41305415,-0.18334646658823173,Burger King,51.41660947591297,-0.17950160999873788,Fast Food Restaurant
Abbey Road,51.5340933,-0.1795893,Abbey Road Studios,51.53237121009653,-0.17777877833888267,Recording Studio
Abbey Road,51.5340933,-0.1795893,Abbey Road Shop,51.53231147760432,-0.17773999226708334,Gift Shop
Abbey Road,51.5340933,-0.1795893,Abbey Road Crossing,51.53206254650124,-0.17726827913752435,Historic Site
Abbey Road,51.5340933,-0.1795893,Yasmeen Restaurant,51.535251,-0.181345,Middle Eastern Restaurant
Abbey Road,51.5340933,-0.1795893,Heartcore Fitness,51.53572522768873,-0.17474055290222165,Pilates Studio
Abbey Road,51.5340933,-0.1795893,Heartcore Pilates,51.535570324276925,-0.17500229327123462,Gym / Fitness Center
Abbey Road,51.5340933,-0.1795893,Violet Hill Gardens,51.53286722907555,-0.1824432531345325,Garden
Abbey Road,51.5340933,-0.1795893,The Clifton,51.53585814147925,-0.1851554345707503,Pub
Abbey Road,51.5340933,-0.1795893,Belgrave Restaurant,51.537085,-0.183836,Persian Restaurant
Abbey Road,51.5340933,-0.1795893,PizzaExpress,51.535449225495796,-0.18162867598573484,Pizza Place
Abbey Road,51.5340933,-0.1795893,Bruno's Deli,51.537184111592374,-0.1837515300420261,Deli / Bodega
Abbey Road,51.5340933,-0.1795893,Majestic Wine,51.53777591195968,-0.17886383721429075,Wine Shop
Abbey Road,51.5340933,-0.1795893,L'Aventure,51.53514862060547,-0.18166601657867432,French Restaurant
Abbey Road,51.5340933,-0.1795893,Cafe Med,51.537405188120246,-0.17891768725323529,Café
Abbey Road,51.5340933,-0.1795893,Abbey Cafe,51.533649210451486,-0.17886833193708873,Café
Abbey Road,51.5340933,-0.1795893,Beatles Coffee Shop,51.53451472886326,-0.17408512822638655,Coffee Shop
Abbey Road,51.5340933,-0.1795893,The Corner Shop,51.53170579815966,-0.1772213281660741,Grocery Store
Abbey Road,51.5340933,-0.1795893,Tesco Express,51.530882377076416,-0.178412517019272,Grocery Store
Abbey Road,51.5340933,-0.1795893,The Garuda Studio,51.53640092478545,-0.17587294713337545,Yoga Studio
Abbey Road,51.5340933,-0.1795893,Jason's Boat,51.53687760622333,-0.18343526427494689,Boat or Ferry
Abbey Road,51.5340933,-0.1795893,Queen's Terrace Cafe,51.536399004765116,-0.17495000714553208,Café
Abbey Wood,51.487621,0.1140504,Co-op Food,51.48764979256399,0.11348962783813477,Grocery Store
Abbey Wood,51.487621,0.1140504,Bostal Gardens,51.4866697860935,0.11046211395875472,Playground
Abbey Wood,51.487621,0.1140504,Cheers Off License,51.48680802072648,0.10739564895629883,Grocery Store
Abbey Wood,51.487621,0.1140504,Abbey Wood Caravan Club,51.48550163169358,0.12001435401992516,Campground
Acton Central,51.5087164,-0.2628073,The Station House,51.50887658087082,-0.2630759210521079,Pub
Acton Central,51.5087164,-0.2628073,Acton Park,51.508594742382954,-0.26157297315454864,Park
Acton Central,51.5087164,-0.2628073,The Rocket,51.50877156930198,-0.2637867213673025,Pub
Acton Central,51.5087164,-0.2628073,Acton Centre,51.506608482889405,-0.26687840878984603,Gym / Fitness Center
Acton Central,51.5087164,-0.2628073,Bake Me,51.50845201430658,-0.2685427219174968,Creperie
Acton Central,51.5087164,-0.2628073,Putt in the Park,51.508583,-0.26017797,Mini Golf
Acton Central,51.5087164,-0.2628073,Kiss Gyms,51.50625637433865,-0.25807812537212105,Gym / Fitness Center
Acton Central,51.5087164,-0.2628073,Park+Bridge,51.50838186825999,-0.26708364486694336,Wine Shop
Acton Central,51.5087164,-0.2628073,Laveli Bakery,51.50885911091865,-0.2633663546087716,Bakery
Acton Central,51.5087164,-0.2628073,The Park Club,51.509612744528496,-0.2565705884500832,Gym / Fitness Center
Acton Central,51.5087164,-0.2628073,Acton Central London Overground Station,51.50858971711533,-0.26292786285307534,Train Station
Acton Central,51.5087164,-0.2628073,DW Fitness First,51.50723386333193,-0.2690392050070243,Gym / Fitness Center
Acton Central,51.5087164,-0.2628073,Sainsbury's Local,51.50858483042494,-0.26628263721851575,Grocery Store
Acton Central,51.5087164,-0.2628073,Costa Coffee,51.50687931263231,-0.2693681037580136,Coffee Shop
Acton Central,51.5087164,-0.2628073,The Belvedere,51.50693400920319,-0.269061696823087,Pub
Acton Central,51.5087164,-0.2628073,Atlantic Fish Bar & Best Kebab,51.50883,-0.264403,Burger Joint
Acton Central,51.5087164,-0.2628073,Acton Swimming Baths,51.5066468206759,-0.2669414931180654,Pool
Acton Central,51.5087164,-0.2628073,David Lloyd Acton Park,51.507612,-0.257307,Gym
Addiscombe,51.3796916,-0.0742821,The Tram Stop,51.380187656637844,-0.07337788601143598,Café
Addiscombe,51.3796916,-0.0742821,Co-op Food,51.38196896582147,-0.06971730846321986,Grocery Store
Addiscombe,51.3796916,-0.0742821,Greggs,51.380587,-0.072401,Bakery
Addiscombe,51.3796916,-0.0742821,Sainsbury's Local,51.38078110688536,-0.07196903228759766,Grocery Store
Addiscombe,51.3796916,-0.0742821,KFC,51.37930789407969,-0.07486581802368164,Fast Food Restaurant
Addiscombe,51.3796916,-0.0742821,Welcome Friends,51.3782298680757,-0.0738567296459227,Chinese Restaurant
Addiscombe,51.3796916,-0.0742821,Coughlans Bakery,51.380100680571324,-0.07320068809233497,Bakery
Addiscombe,51.3796916,-0.0742821,Space NK,51.378291516966094,-0.07459291923620269,Cosmetics Shop
Addiscombe,51.3796916,-0.0742821,Addiscombe Railway Park,51.380573881433016,-0.07819166109801833,Park
Addiscombe,51.3796916,-0.0742821,Addiscombe Recreation Ground,51.37792169146046,-0.07079422473907471,Park
Addiscombe,51.3796916,-0.0742821,Bingham park,51.37971402385822,-0.06878141934625004,Park
Addison,51.5008927,-0.217615,The Bird in Hand,51.49968681696719,-0.21556161988254366,Gastropub
Addison,51.5008927,-0.217615,The Havelock Tavern,51.49928690061517,-0.21604171045618337,Gastropub
Addison,51.5008927,-0.217615,Brook Green Market & Kitchen,51.49948442327844,-0.2191463540362841,Farmers Market
Addison,51.5008927,-0.217615,Zia Lucia,51.497555,-0.21706916,Pizza Place
Addison,51.5008927,-0.217615,Pentolina,51.49769252544307,-0.21738767054063832,Italian Restaurant
Addison,51.5008927,-0.217615,Betty Blythe,51.497756816266254,-0.21751153021992037,Tea Room
Addison,51.5008927,-0.217615,BrewDog Shepherds Bush,51.50293781461299,-0.22397518157958982,Beer Bar
Addison,51.5008927,-0.217615,GAIL's Bakery,51.499413,-0.222334,Bakery
Addison,51.5008927,-0.217615,Alounak,51.5002551501436,-0.21101447149125444,Persian Restaurant
Addison,51.5008927,-0.217615,Liz Cafe,51.503018,-0.223511,Café
Addison,51.5008927,-0.217615,Al Forno,51.50349898559107,-0.22210933533956628,Italian Restaurant
Addison,51.5008927,-0.217615,K West Hotel & Spa,51.502637403176415,-0.21747313597101212,Hotel
Addison,51.5008927,-0.217615,Leon,51.50513759288098,-0.218112752952743,Fast Food Restaurant
Addison,51.5008927,-0.217615,Hotel Ibis Shepherds Bush,51.50338249427007,-0.2201367856376919,Hotel
Addison,51.5008927,-0.217615,Le Petit Citron,51.499653,-0.22222671,French Restaurant
Addison,51.5008927,-0.217615,Black Sheep Coffee,51.505366,-0.218056,Coffee Shop
Addison,51.5008927,-0.217615,The Fishmongers Kitchen,51.49787250427729,-0.22270496740485807,Fish Market
Addison,51.5008927,-0.217615,Roosters Piri Piri,51.50401554906778,-0.21982322115379246,Fast Food Restaurant
Addison,51.5008927,-0.217615,The Jameson,51.49723126468431,-0.21593589210874478,Pub
Addison,51.5008927,-0.217615,Poundland,51.5039051,-0.2187178,Discount Store
Addison,51.5008927,-0.217615,The Popeseye,51.49816169860086,-0.21866413461274947,Steakhouse
Addison,51.5008927,-0.217615,Cibo,51.500214395948916,-0.21122127771377563,Italian Restaurant
Addison,51.5008927,-0.217615,DW Fitness First,51.50428570694385,-0.21903299510648225,Gym / Fitness Center
Addison,51.5008927,-0.217615,Costa Coffee,51.498024,-0.222638,Coffee Shop
Addison,51.5008927,-0.217615,Vue,51.50397962895147,-0.21880023516132496,Movie Theater
Addison,51.5008927,-0.217615,West 12,51.50372211378067,-0.21914956538239494,Shopping Mall
Addison,51.5008927,-0.217615,PizzaExpress,51.50311332062223,-0.2200322216732502,Pizza Place
Addison,51.5008927,-0.217615,Lidl,51.50387767177675,-0.21885819573164894,Supermarket
Addison,51.5008927,-0.217615,Sainsbury's Local,51.50120174,-0.22228828,Grocery Store
Addison,51.5008927,-0.217615,Richmond Arms,51.500383477845986,-0.22198036676468197,Pub
Addison,51.5008927,-0.217615,Farina & More,51.498196,-0.2225231,Italian Restaurant
Addison,51.5008927,-0.217615,Raj of India,51.50136696854849,-0.22215113250141508,Indian Restaurant
Addison,51.5008927,-0.217615,Thai Rice,51.49972946885057,-0.2219239946261145,Thai Restaurant
Addison,51.5008927,-0.217615,Hotel 65 London,51.49945937071806,-0.22200761771255606,Hotel
Addison,51.5008927,-0.217615,Zarathustra Cafe,51.50169129439595,-0.2174060657412427,Café
Addison,51.5008927,-0.217615,The Pearl Hotel,51.50057506819567,-0.2218584219003348,Hotel
Addison,51.5008927,-0.217615,Hilton,51.50495877280142,-0.21452171500582065,Hotel
Addison,51.5008927,-0.217615,Shepherds Bar,51.50285133228218,-0.21888176954957939,Bar
Addison,51.5008927,-0.217615,Tesco Express,51.50305079932132,-0.2155126787459013,Grocery Store
Addison,51.5008927,-0.217615,Mikawa,51.502985,-0.22365,Sushi Restaurant
Addison,51.5008927,-0.217615,Grantly Hotel London,51.50328536,-0.22246995,Hotel
Addison,51.5008927,-0.217615,TfL Santander Cycle Hire,51.500096,-0.211412,Bike Rental / Bike Share
Addison,51.5008927,-0.217615,Watertower,51.50480930320443,-0.21603931174989746,Scenic Lookout
Addison,51.5008927,-0.217615,Farahzad,51.49997221136966,-0.21128294543153506,Middle Eastern Restaurant
Addison,51.5008927,-0.217615,Blagclub,51.50027513595424,-0.2109328021458226,Nightclub
Addison,51.5008927,-0.217615,Bocconi,51.503044,-0.22347562,Italian Restaurant
Addison,51.5008927,-0.217615,Ariana Coffee,51.50313116054928,-0.2236301763114848,Café
Aldborough,54.0911361,-1.3804879,Aldborough Roman Site,54.093465,-1.384254,History Museum
Aldborough,54.0911361,-1.3804879,The Ship Inn,54.09239829618843,-1.3801942205959012,Restaurant
Aldborough,54.0911361,-1.3804879,A1 Renewable Energy,54.090791,-1.381665,Construction & Landscaping
Aldborough,54.0911361,-1.3804879,Aldborough Manor,54.093246,-1.3835698,Music Venue
Alexandra,51.5942224,-0.13085714680658356,Alexandra Palace,51.59406436228723,-0.13071176974335685,Palace
Alexandra,51.5942224,-0.13085714680658356,Alexandra Park,51.59365672513662,-0.1276574854273349,Park
Alexandra,51.5942224,-0.13085714680658356,Alexandra Palace Theatre,51.59500346021976,-0.12983415042981505,Indie Theater
Alexandra,51.5942224,-0.13085714680658356,Alexandra Palace Ice Rink,51.59409666997437,-0.13042094124585882,Skating Rink
Alexandra,51.5942224,-0.13085714680658356,Pitch & Putt,51.59424120614023,-0.12725353643402285,Golf Course
Alexandra,51.5942224,-0.13085714680658356,Laboratory Spa & Health Club,51.594379501035625,-0.13643217484461212,Gym / Fitness Center
Alexandra,51.5942224,-0.13085714680658356,Alexandra Palace Garden Centre,51.59122269139643,-0.13341950240044642,Garden Center
Alexandra,51.5942224,-0.13085714680658356,Alexandra Palace Playground,51.59562102787775,-0.13152630475815386,Playground
Alexandra,51.5942224,-0.13085714680658356,Lakeside Cafe,51.596700492900176,-0.1305865611390204,Café
Alexandra,51.5942224,-0.13085714680658356,Phoenix Bar & Kitchen,51.5932829881199,-0.13195510416639886,Bar
Alexandra,51.5942224,-0.13085714680658356,The Grove,51.59254643537836,-0.1363521331222728,Trail
Alexandra,51.38648405,-0.28626792477186014,B&M Store,51.382786,-0.28730112,Discount Store
Alexandra,51.38648405,-0.28626792477186014,SK Superstores,51.389901,-0.283278,Convenience Store
Alexandra,51.38648405,-0.28626792477186014,Sainsbury's Local,51.382847,-0.28866035,Grocery Store
Alibon,51.5482797,0.153244,Tesco Express,51.5515362,0.1527838,Grocery Store
Alibon,51.5482797,0.153244,Glāzītes Salejam Te,51.54534963804799,0.15148107773489367,Nightclub
Alibon,51.5482797,0.153244,Post office,51.55141067504883,0.15500302612781525,Convenience Store
Alibon,51.5482797,0.153244,Chigwell Construction Stadium,51.547614906935046,0.1601251511624696,Soccer Stadium
Alperton,51.5408036,-0.3000963,The Gym,51.54081869411914,-0.29871454849086343,Gym / Fitness Center
Alperton,51.5408036,-0.3000963,Sainsbury's,51.538430808203024,-0.30254040938043797,Supermarket
Alperton,51.5408036,-0.3000963,Maru Bhajias,51.54387336427429,-0.29719996590500397,Indian Restaurant
Alperton,51.5408036,-0.3000963,Subway,51.54170728165795,-0.29799606994060923,Sandwich Place
Alperton,51.5408036,-0.3000963,East Pan Asian Restaurant,51.53769955246232,-0.301996394642634,Asian Restaurant
Alperton,51.5408036,-0.3000963,Loon Fung,51.53755930699555,-0.3019835080111515,Supermarket
Alperton,51.5408036,-0.3000963,Alperton Sandwich Bar,51.541682649901055,-0.2974487773172348,Café
Alperton,51.5408036,-0.3000963,VB & Sons,51.54474441915481,-0.29693923317937054,Food & Drink Shop
Ashburton,51.3853026,-0.06575066301783374,Ashburton Park,51.38542811293035,-0.06540298461914062,Park
Ashburton,51.3853026,-0.06575066301783374,Co-op Food,51.38196896582147,-0.06971730846321986,Grocery Store
Ashburton,51.3853026,-0.06575066301783374,Tesco Express,51.381669016890854,-0.06217079327157345,Grocery Store
Ashburton,51.3853026,-0.06575066301783374,Zafran,51.382393801547096,-0.06794891819231727,Indian Restaurant
Ashburton,51.3853026,-0.06575066301783374,LY Oriental Cuisine,51.38674167103474,-0.0706086720233473,Chinese Restaurant
Ashburton,51.3853026,-0.06575066301783374,Woodside Green,51.38830580593625,-0.06841778755187988,Park
Ashburton,51.3853026,-0.06575066301783374,Blackhorse Lane London Tramlink Stop,51.384895375884376,-0.0703078623609795,Tram Station
Ashburton,51.3853026,-0.06575066301783374,Eddie's Cafe,51.381391,-0.063216,Diner
Askew,51.5052325,-0.2444416,Sufi Restaurant,51.50407,-0.2437035,Middle Eastern Restaurant
Askew,51.5052325,-0.2444416,Happy Sky,51.503254,-0.24348792,Bakery
Askew,51.5052325,-0.2444416,Detour Café,51.50244,-0.24260111,Café
Askew,51.5052325,-0.2444416,Adam's Cafe,51.504093,-0.24344367,Moroccan Restaurant
Askew,51.5052325,-0.2444416,Laveli Bakery,51.503025,-0.2434088,Bakery
Askew,51.5052325,-0.2444416,Princess Victoria,51.50652976363978,-0.2409146435721854,Gastropub
Askew,51.5052325,-0.2444416,Monkey Temple,51.50332,-0.24355128,Indian Restaurant
Askew,51.5052325,-0.2444416,Som Tam House,51.5025,-0.24267185,Thai Restaurant
Askew,51.5052325,-0.2444416,Cafe Paulo,51.50675063728838,-0.24890051824454457,Breakfast Spot
Askew,51.5052325,-0.2444416,Askewine,51.503674,-0.24354123,Wine Shop
Askew,51.5052325,-0.2444416,Sagano,51.50251787017671,-0.24282862169157385,Japanese Restaurant
Askew,51.5052325,-0.2444416,Wild Thyme Cafe,51.507091,-0.238618,Café
Askew,51.5052325,-0.2444416,Caco & Co,51.502697,-0.24317878,Mediterranean Restaurant
Askew,51.5052325,-0.2444416,Wendell Park,51.501991414849876,-0.24873744996636937,Park
Askew,51.5052325,-0.2444416,Co-op Food,51.503162,-0.24347651,Grocery Store
Askew,51.5052325,-0.2444416,Little Napoli,51.506435,-0.238207,Pizza Place
Askew,51.5052325,-0.2444416,Tesco Metro,51.506477034747874,-0.2488727867603302,Grocery Store
Askew,51.5052325,-0.2444416,St. Elmo Fish Bar,51.504288,-0.24399385,Fish & Chips Shop
Askew,51.5052325,-0.2444416,The Pocket Watch,51.506580559657436,-0.2385475905535182,Pub
Askew,51.5052325,-0.2444416,Tesco Express,51.50348540058991,-0.2431938797235489,Grocery Store
Askew,51.5052325,-0.2444416,The Orchard Tavern,51.50166,-0.24197415,Pub
Askew,51.5052325,-0.2444416,Costa Coffee,51.50256,-0.24311543,Coffee Shop
Askew,51.5052325,-0.2444416,KFC,51.50637583204196,-0.2400404157615572,Fast Food Restaurant
Askew,51.5052325,-0.2444416,Sainsbury's Local,51.50171983,-0.24107688,Grocery Store
Askew,51.5052325,-0.2444416,Cafe Louche,51.502064,-0.24206668,Coffee Shop
Askew,51.5052325,-0.2444416,Monkeys In The Trees,51.505710931967535,-0.24170898052823725,Hostel
Askew,51.5052325,-0.2444416,Hotel 261,51.50661081030113,-0.24441854003208097,Hotel
Askew,51.5052325,-0.2444416,First Avenue Bus Stop,51.506800686536145,-0.2461568078769413,Bus Stop
Askew,51.5052325,-0.2444416,Chilli Spice & Wine,51.50674393491764,-0.2465743080060002,Indian Restaurant
Askew,51.5052325,-0.2444416,Oriental Express,51.50660558430045,-0.2468276023864746,Chinese Restaurant
Askew,51.5052325,-0.2444416,Seven 2 Eleven,51.50570296660914,-0.24767994922083567,Grocery Store
Askew,51.5052325,-0.2444416,Co-op Food,51.506407030228885,-0.24005940515053112,Grocery Store
Askew,51.5052325,-0.2444416,Premier Food & Wine,51.506388317581425,-0.24004136079243832,Grocery Store
Askew,51.5052325,-0.2444416,Intercontinental Foods,51.50641405063561,-0.24003033774145655,Grocery Store
Askew,51.5052325,-0.2444416,Five Star Fish Bar,51.50645016614279,-0.23995008659417208,Fast Food Restaurant
Askew,51.5052325,-0.2444416,Hiltons Drycleaners & Launderers,51.50643433263189,-0.23980618549248245,Dry Cleaner
Balham,51.4456449,-0.1503643,We Brought Beer,51.44432378531036,-0.1506561166853583,Beer Store
Balham,51.4456449,-0.1503643,M1LK,51.444449979824185,-0.15091257447873122,Coffee Shop
Balham,51.4456449,-0.1503643,Ciullosteria,51.447144,-0.148981,Italian Restaurant
Balham,51.4456449,-0.1503643,Brickwood Coffee & Bread,51.444509468750546,-0.15112663527852835,Coffee Shop
Balham,51.4456449,-0.1503643,Franco Manca,51.443616,-0.149959,Pizza Place
Balham,51.4456449,-0.1503643,Balham Bowls Club,51.44498378981488,-0.1523060968555919,Pub
Balham,51.4456449,-0.1503643,Arlo's,51.44473331258851,-0.1519070067417888,Steakhouse
Balham,51.4456449,-0.1503643,Camden Coffee House,51.443271423497904,-0.1529674067185672,Coffee Shop
Balham,51.4456449,-0.1503643,Brother Marcus,51.443668,-0.153339,Café
Balham,51.4456449,-0.1503643,The Wine Tasting Shop,51.44446128392331,-0.1509116640052125,Shop & Service
Balham,51.4456449,-0.1503643,Indian Room,51.44342448118601,-0.15015355910708686,Indian Restaurant
Balham,51.4456449,-0.1503643,The Bedford,51.442756201782956,-0.1495687146130651,Pub
Balham,51.4456449,-0.1503643,Hagen & Hyde,51.44396241632104,-0.15236940544336086,Pub
Balham,51.4456449,-0.1503643,Waitrose & Partners,51.44563511247586,-0.15161793470360863,Supermarket
Balham,51.4456449,-0.1503643,Blackbird Bakery,51.4444908990581,-0.1511335351553863,Bakery
Balham,51.4456449,-0.1503643,Balham Farmers' Market,51.44496960182147,-0.1548862309391623,Farmers Market
Balham,51.4456449,-0.1503643,Caminata,51.44171608421579,-0.1489262494430972,Pizza Place
Balham,51.4456449,-0.1503643,The Honest Italian,51.442027134076895,-0.15393000784239885,Italian Restaurant
Balham,51.4456449,-0.1503643,GAIL's Bakery,51.44276157190236,-0.15321373358029783,Bakery
Balham,51.4456449,-0.1503643,The Grove,51.448285506479024,-0.15096366721019197,Pub
Balham,51.4456449,-0.1503643,Tagine,51.44283777968726,-0.14940405586985553,Moroccan Restaurant
Balham,51.4456449,-0.1503643,The Devonshire,51.44692192154592,-0.1488986699944405,Pub
Balham,51.4456449,-0.1503643,South River Coffee,51.446389,-0.149749,Coffee Shop
Balham,51.4456449,-0.1503643,The Kebab Company,51.44577339255865,-0.15040701519649213,Fast Food Restaurant
Balham,51.4456449,-0.1503643,The Exhibit,51.44315329511457,-0.15108007102791107,Bar
Balham,51.4456449,-0.1503643,Hot Bikram Yoga,51.444324351569605,-0.15145266313078617,Yoga Studio
Balham,51.4456449,-0.1503643,Holy Cow,51.44737123728931,-0.1490120053415368,Indian Restaurant
Balham,51.4456449,-0.1503643,Nando's,51.4458371,-0.1506027,Portuguese Restaurant
Balham,51.4456449,-0.1503643,Movers and Shapers,51.44614388868339,-0.14973713807361477,Gym
Balham,51.4456449,-0.1503643,Caffè Nero,51.44448391788302,-0.1519564486368692,Coffee Shop
Balham,51.4456449,-0.1503643,Haché,51.444087248592695,-0.15043964821576192,Burger Joint
Balham,51.4456449,-0.1503643,Lamberts,51.44280287767682,-0.15332654559907685,English Restaurant
Balham,51.4456449,-0.1503643,Costa Coffee,51.444126,-0.15240312,Coffee Shop
Balham,51.4456449,-0.1503643,As Nature Intended,51.4438785490861,-0.15249772590374694,Organic Grocery
Balham,51.4456449,-0.1503643,Greggs,51.444310568251325,-0.15196056895309817,Bakery
Balham,51.4456449,-0.1503643,Firefly,51.44271100720017,-0.15334774502534715,Bar
Balham,51.4456449,-0.1503643,TK Maxx,51.44438982572334,-0.15221770783494276,Clothing Store
Balham,51.4456449,-0.1503643,Megan’s On The Hill,51.443974,-0.150208,Restaurant
Balham,51.4456449,-0.1503643,Subway,51.443508854360275,-0.1531188030348858,Sandwich Place
Balham,51.4456449,-0.1503643,PizzaExpress,51.44380852079482,-0.15007134416293866,Pizza Place
Balham,51.4456449,-0.1503643,Escape The Daily Grind,51.444892250285776,-0.1507305956367506,Café
Balham,51.4456449,-0.1503643,Esquires Coffee,51.4429523795091,-0.1495844527612462,Coffee Shop
Balham,51.4456449,-0.1503643,Domino's Pizza - London - Balham,51.44679662248339,-0.1491076509262257,Pizza Place
Balham,51.4456449,-0.1503643,The Regent,51.444144984116875,-0.15379629926726607,Pub
Balham,51.4456449,-0.1503643,Balham Leisure Centre,51.44153290605553,-0.1520092379285485,Gym / Fitness Center
Balham,51.4456449,-0.1503643,Thali & Pickles,51.44314193725586,-0.15185420215129852,Indian Restaurant
Balham,51.4456449,-0.1503643,Travelodge,51.44286449126412,-0.15300279981068637,Hotel
Balham,51.4456449,-0.1503643,Co-op Food,51.448448,-0.148447,Grocery Store
Balham,51.4456449,-0.1503643,WHSmith,51.44427511229909,-0.1522976189750289,Bookstore
Balham,51.4456449,-0.1503643,Sainsbury's,51.443937024587775,-0.15171715785833617,Supermarket
Balham,51.4456449,-0.1503643,Lost & Found,51.44479643718709,-0.1509014413815227,Cocktail Bar
